,variable,actual_value,shap_value
0,automaticity_carry_mask,6,0.08404197514188498
1,automaticity_carry_mask,7,0.03197770822238687
2,automaticity_carry_mask,6,0.029691614466517146
3,automaticity_carry_mask,5,0.03557697703246465
4,automaticity_carry_mask,5,0.023005290792969355
5,automaticity_carry_mask,7,0.05490322058792505
6,automaticity_carry_mask,7,0.06489646895394954
7,automaticity_carry_mask,3,0.005321575704215814
8,automaticity_carry_mask,6,-0.09791681777524629
9,automaticity_carry_mask,7,0.05266101716325232
10,automaticity_carry_mask,7,0.05815253724067211
11,automaticity_carry_mask,6,0.09784080757390931
12,automaticity_carry_mask,7,-0.022400516642586736
13,automaticity_carry_mask,7,-0.004885061379577894
14,automaticity_carry_mask,7,0.002215122904552738
15,automaticity_carry_mask,7,0.08090273366249123
16,automaticity_carry_mask,7,0.043661633451580834
17,automaticity_carry_mask,7,0.025338907427036903
18,automaticity_carry_mask,6,0.03683610773790729
19,automaticity_carry_mask,7,0.003627296923428029
20,automaticity_carry_mask,7,-0.07897772994003763
21,automaticity_carry_mask,6,0.02769350146290294
22,automaticity_carry_mask,7,0.04377556688826235
23,automaticity_carry_mask,6,-0.03584644320477196
24,automaticity_carry_mask,6,-0.01633462052411327
25,automaticity_carry_mask,4,-0.15309827325223924
26,automaticity_carry_mask,7,0.033745707707697
27,automaticity_carry_mask,6,0.02645814724024801
28,automaticity_carry_mask,6,0.11380784217819982
29,automaticity_carry_mask,7,0.14266539762688546
30,automaticity_carry_mask,6,0.02542925899686086
31,automaticity_carry_mask,7,0.05919701394205612
32,automaticity_carry_mask,3,-0.05715306620675534
33,automaticity_carry_mask,7,0.049175194783158724
34,automaticity_carry_mask,6,0.03179475697362975
35,automaticity_carry_mask,5,0.07979602138324642
36,automaticity_carry_mask,2,-0.10337679059154928
37,automaticity_carry_mask,6,0.016906089823700503
38,automaticity_carry_mask,6,0.09104086596181482
39,automaticity_carry_mask,6,0.05148841311519461
40,automaticity_carry_mask,6,0.12413042011547387
41,automaticity_carry_mask,4,0.2693060950220348
42,automaticity_carry_mask,1,-0.08517648004946625
43,automaticity_carry_mask,6,0.0063515728043310685
44,automaticity_carry_mask,6,0.10352419197045286
45,automaticity_carry_mask,5,0.02709743031907314
46,automaticity_carry_mask,1,-0.33039868851181664
47,automaticity_carry_mask,6,-0.007305693773655767
48,automaticity_carry_mask,6,0.1640239349068272
49,automaticity_carry_mask,7,-0.05842111225663732
50,automaticity_carry_mask,7,-0.01927893228104964
51,automaticity_carry_mask,6,0.12861782685439527
52,automaticity_carry_mask,6,0.1093648832433953
53,automaticity_carry_mask,5,-0.07250416821667599
54,automaticity_carry_mask,2,-0.0012738419721751424
55,automaticity_carry_mask,5,-0.16697518450200283
56,automaticity_carry_mask,6,0.1145095625894263
57,automaticity_carry_mask,7,-0.0497738804765624
58,automaticity_carry_mask,2,-0.05848174267572531
59,automaticity_carry_mask,6,0.1412571218610863
60,automaticity_carry_mask,7,0.06742980867772165
61,automaticity_carry_mask,3,-0.060263019375715376
62,automaticity_carry_mask,2,0.33699790667446883
63,automaticity_carry_mask,7,0.0922366783246959
64,automaticity_carry_mask,6,0.07242904772152599
65,automaticity_carry_mask,7,-0.01874072720999
66,automaticity_carry_mask,6,0.15208844861757154
67,automaticity_carry_mask,6,0.03683774800006134
68,automaticity_carry_mask,6,0.07512630409582828
69,automaticity_carry_mask,6,-0.014276126539420885
70,automaticity_carry_mask,7,-0.010494026977662293
71,automaticity_carry_mask,6,0.022593710080697355
72,automaticity_carry_mask,5,0.03781259434012526
73,automaticity_carry_mask,7,-0.03287278511525524
74,automaticity_carry_mask,6,0.03619661410509933
75,automaticity_carry_mask,7,0.14985047359187892
76,automaticity_carry_mask,6,0.0840763123798371
77,automaticity_carry_mask,7,0.05333894462654791
78,automaticity_carry_mask,4,-0.22241754944361078
79,automaticity_carry_mask,7,0.07435646205156372
80,automaticity_carry_mask,6,-0.14943433893020713
81,automaticity_carry_mask,7,-0.018021470054653644
82,automaticity_carry_mask,7,0.028650614874309702
83,automaticity_carry_mask,7,-0.07238736297591887
84,automaticity_carry_mask,6,-0.02129704199029055
85,automaticity_carry_mask,7,-0.006062579759097689
86,automaticity_carry_mask,7,-0.01462310758061008
87,automaticity_carry_mask,4,-0.0590241718777343
88,automaticity_carry_mask,7,0.036642375596860476
89,automaticity_carry_mask,5,-0.019290160199712008
90,automaticity_carry_mask,7,0.0954303295307944
91,automaticity_carry_mask,6,0.07562119613650657
92,automaticity_carry_mask,7,-0.006781741688262777
93,automaticity_carry_mask,6,0.08396000070031434
94,automaticity_carry_mask,6,0.06037140122503631
95,automaticity_carry_mask,1,-0.32338528276500733
96,automaticity_carry_mask,7,0.009791024800503425
97,automaticity_carry_mask,5,0.10784147810192873
98,automaticity_carry_mask,7,-0.07034309865604278
99,automaticity_carry_mask,7,0.05005874249379791
100,automaticity_carry_mask,6,0.05818865542336794
101,automaticity_carry_mask,7,-0.023583560624964285
102,automaticity_carry_mask,7,-0.041114550799581144
103,automaticity_carry_mask,7,-0.06941466531857184
104,automaticity_carry_mask,2,0.06700090967235037
105,automaticity_carry_mask,7,-0.005195469772458805
106,automaticity_carry_mask,7,0.032988309223450474
107,automaticity_carry_mask,4,0.05416213211164956
108,automaticity_carry_mask,7,0.05782348410812502
109,automaticity_carry_mask,6,0.05726833328681569
110,automaticity_carry_mask,6,0.12192669707885831
111,automaticity_carry_mask,6,0.08363282850019252
112,automaticity_carry_mask,4,-0.21395509563158888
113,automaticity_carry_mask,2,-0.08605763821464311
114,automaticity_carry_mask,6,0.009749153278445428
115,automaticity_carry_mask,7,0.025399898182902458
116,automaticity_carry_mask,7,0.024477400028763738
117,automaticity_carry_mask,6,0.04179200346820765
118,automaticity_carry_mask,5,0.05390855208177907
119,automaticity_carry_mask,7,-0.044862891312521094
120,automaticity_carry_mask,7,0.06475565070770611
121,automaticity_carry_mask,6,0.07972871034811344
122,automaticity_carry_mask,1,-0.2658169159958471
123,automaticity_carry_mask,6,0.1257871194724679
124,automaticity_carry_mask,1,0.22324947255155325
125,automaticity_carry_mask,7,0.024902717964880444
126,automaticity_carry_mask,7,-0.06472858025449918
127,automaticity_carry_mask,6,0.0007759021168484373
128,automaticity_carry_mask,5,-0.005511529642705596
129,automaticity_carry_mask,4,-0.13660892722221551
130,automaticity_carry_mask,4,-0.19735680897832786
131,automaticity_carry_mask,5,0.10812808827799661
132,automaticity_carry_mask,6,0.10923969411408008
133,automaticity_carry_mask,7,-0.04660291614444657
134,automaticity_carry_mask,6,0.1216382000821849
135,automaticity_carry_mask,5,-0.045054990071829816
136,automaticity_carry_mask,6,-0.02615963767848823
137,automaticity_carry_mask,7,-0.0004956043093169637
138,automaticity_carry_mask,5,0.007980254908180042
139,automaticity_carry_mask,1,-0.15599220573062114
140,automaticity_carry_mask,5,0.02869257329320449
141,automaticity_carry_mask,5,0.07612519055012798
142,automaticity_carry_mask,6,0.031758876958838694
143,automaticity_carry_mask,6,0.08786371116294796
144,automaticity_carry_mask,6,0.04202343073849233
145,automaticity_carry_mask,7,-0.037791994591144296
146,automaticity_carry_mask,7,0.03272476537624521
147,automaticity_carry_mask,6,0.14679938958915906
148,automaticity_carry_mask,5,0.009682059101357615
149,automaticity_carry_mask,6,0.012218283563842679
150,automaticity_carry_mask,1,-0.25243948354910356
151,automaticity_carry_mask,7,0.09181776703124152
152,automaticity_carry_mask,7,-0.09474951589650102
153,automaticity_carry_mask,6,0.10493898972739149
154,automaticity_carry_mask,7,0.07923748037150755
155,automaticity_carry_mask,7,-0.025459977951183033
156,automaticity_carry_mask,7,0.005300492222992384
157,automaticity_carry_mask,6,-0.027440322594915894
158,automaticity_carry_mask,5,0.10136488968944525
159,automaticity_carry_mask,7,0.008260240834010061
160,automaticity_carry_mask,7,-0.005274279545243132
161,automaticity_carry_mask,5,0.12290341631874624
162,automaticity_carry_mask,6,0.021245771261110928
163,automaticity_carry_mask,2,0.010160443277024735
164,automaticity_carry_mask,6,0.052358118880509535
165,automaticity_carry_mask,6,-0.02738500915649657
166,automaticity_carry_mask,7,0.07167105316104176
167,automaticity_carry_mask,6,0.042180192163227756
168,automaticity_carry_mask,7,0.07885511852645746
169,automaticity_carry_mask,5,0.03587584537898338
170,automaticity_carry_mask,7,-0.07012023095039949
171,automaticity_carry_mask,6,0.12983205425883493
172,automaticity_carry_mask,5,-0.014990597230656112
173,automaticity_carry_mask,6,-0.10702167094474235
174,automaticity_carry_mask,7,0.007589287281769814
175,automaticity_carry_mask,7,0.06018394109376241
176,automaticity_carry_mask,2,0.014033450385915356
177,automaticity_carry_mask,7,0.0049159605359073285
178,automaticity_carry_mask,7,0.015526455625927575
179,automaticity_carry_mask,1,-0.29087002601854156
180,automaticity_carry_mask,5,-0.0031514592286012665
181,automaticity_carry_mask,7,0.034916988661649634
182,automaticity_carry_mask,1,-0.503286825718424
183,automaticity_carry_mask,6,0.05618721552058334
184,automaticity_carry_mask,1,-0.10484116072644335
185,automaticity_carry_mask,7,0.12570703079530246
186,automaticity_carry_mask,5,0.05819226760018329
187,automaticity_carry_mask,7,-0.03456648974849184
188,automaticity_carry_mask,7,-0.034838320054667665
189,automaticity_carry_mask,7,-0.03989557688572347
190,automaticity_carry_mask,5,0.020443414443164023
191,automaticity_carry_mask,7,-0.08601230662357111
192,automaticity_carry_mask,6,0.06467122155257694
193,automaticity_carry_mask,5,-0.045902266095349246
194,automaticity_carry_mask,6,0.017271862950261764
195,automaticity_carry_mask,6,0.11943855536183083
196,automaticity_carry_mask,6,0.09354363059776752
197,automaticity_carry_mask,6,0.13810666457980064
198,automaticity_carry_mask,7,-0.03562433363451777
199,automaticity_carry_mask,5,0.04208115925688166
200,automaticity_carry_mask,3,-0.0703859836148245
201,automaticity_carry_mask,5,-0.09846844030475715
202,automaticity_carry_mask,4,-0.11963421801246835
203,automaticity_carry_mask,6,-0.022679485885364906
204,automaticity_carry_mask,5,0.054756395529783466
205,automaticity_carry_mask,6,0.08581670620807845
