"","id","variable","actual_value"
"430",16,"risk_fear_contagion_self",0.571428571428571
"431",16,"risk_fear_contagion_others",0.857142857142857
"432",16,"risk_fear_restrictions",0.857142857142857
"433",17,"automaticity_carry_mask",0.714285714285714
"434",17,"automaticity_put_on_mask",0.285714285714286
"435",17,"inst_attitude_protects_self",0.857142857142857
"436",17,"inst_attitude_protects_others",0.857142857142857
"437",17,"inst_attitude_sense_of_community",0.857142857142857
"438",17,"inst_attitude_enough_oxygen",0.714285714285714
"439",17,"inst_attitude_no_needless_waste",0.428571428571429
"440",17,"norms_family_friends",0.857142857142857
"441",17,"norms_risk_groups",0.857142857142857
"442",17,"norms_officials",0.857142857142857
"443",17,"norms_people_present_indoors",0.857142857142857
"444",17,"aff_attitude_comfortable",0.428571428571429
"445",17,"aff_attitude_calm",0.428571428571429
"446",17,"aff_attitude_safe",0.714285714285714
"447",17,"aff_attitude_responsible",0.714285714285714
"448",17,"aff_attitude_difficult_breathing",0.714285714285714
"449",17,"effective_means_handwashing",0.857142857142857
"450",17,"effective_means_masks",0.714285714285714
"451",17,"effective_means_distance",0.857142857142857
"452",17,"effective_means_ventilation",0.714285714285714
"453",17,"risk_likely_contagion",0.25
"454",17,"risk_contagion_absent_protection",0.375
"455",17,"risk_severity",0.428571428571429
"456",17,"risk_fear_spread",0.428571428571429
"457",17,"risk_fear_contagion_self",0.428571428571429
"458",17,"risk_fear_contagion_others",0.714285714285714
"459",17,"risk_fear_restrictions",0.428571428571429
"460",18,"automaticity_carry_mask",1
"461",18,"automaticity_put_on_mask",1
"462",18,"inst_attitude_protects_self",1
"463",18,"inst_attitude_protects_others",1
"464",18,"inst_attitude_sense_of_community",0.714285714285714
"465",18,"inst_attitude_enough_oxygen",1
"466",18,"inst_attitude_no_needless_waste",1
"467",18,"norms_family_friends",1
"468",18,"norms_risk_groups",1
"469",18,"norms_officials",1
"470",18,"norms_people_present_indoors",1
"471",18,"aff_attitude_comfortable",0.714285714285714
"472",18,"aff_attitude_calm",1
"473",18,"aff_attitude_safe",1
"474",18,"aff_attitude_responsible",1
"475",18,"aff_attitude_difficult_breathing",0.428571428571429
"476",18,"effective_means_handwashing",1
"477",18,"effective_means_masks",1
"478",18,"effective_means_distance",1
"479",18,"effective_means_ventilation",0.142857142857143
"480",18,"risk_likely_contagion",0.125
"481",18,"risk_contagion_absent_protection",0.875
"482",18,"risk_severity",1
"483",18,"risk_fear_spread",0.714285714285714
"484",18,"risk_fear_contagion_self",1
"485",18,"risk_fear_contagion_others",1
"486",18,"risk_fear_restrictions",0.571428571428571
"487",19,"automaticity_carry_mask",0.857142857142857
"488",19,"automaticity_put_on_mask",0.857142857142857
"489",19,"inst_attitude_protects_self",0.857142857142857
"490",19,"inst_attitude_protects_others",1
"491",19,"inst_attitude_sense_of_community",0.857142857142857
"492",19,"inst_attitude_enough_oxygen",0.285714285714286
"493",19,"inst_attitude_no_needless_waste",0.571428571428571
"494",19,"norms_family_friends",0.714285714285714
"495",19,"norms_risk_groups",1
"496",19,"norms_officials",1
"497",19,"norms_people_present_indoors",0.857142857142857
"498",19,"aff_attitude_comfortable",0.285714285714286
"499",19,"aff_attitude_calm",0.285714285714286
"500",19,"aff_attitude_safe",0.714285714285714
"501",19,"aff_attitude_responsible",0.857142857142857
"502",19,"aff_attitude_difficult_breathing",1
"503",19,"effective_means_handwashing",1
"504",19,"effective_means_masks",1
"505",19,"effective_means_distance",1
"506",19,"effective_means_ventilation",1
"507",19,"risk_likely_contagion",0.375
"508",19,"risk_contagion_absent_protection",0.75
"509",19,"risk_severity",0.571428571428571
"510",19,"risk_fear_spread",1
"511",19,"risk_fear_contagion_self",1
"512",19,"risk_fear_contagion_others",1
"513",19,"risk_fear_restrictions",0.857142857142857
"514",20,"automaticity_carry_mask",1
"515",20,"automaticity_put_on_mask",1
"516",20,"inst_attitude_protects_self",0.714285714285714
"517",20,"inst_attitude_protects_others",0.714285714285714
"518",20,"inst_attitude_sense_of_community",0.571428571428571
"519",20,"inst_attitude_enough_oxygen",0.714285714285714
"520",20,"inst_attitude_no_needless_waste",0.571428571428571
"521",20,"norms_family_friends",0.571428571428571
"522",20,"norms_risk_groups",0.571428571428571
