"","automaticity_carry_mask","automaticity_put_on_mask","inst_attitude_protects_self","inst_attitude_protects_others","inst_attitude_sense_of_community","inst_attitude_enough_oxygen","inst_attitude_no_needless_waste","norms_family_friends","norms_risk_groups","norms_officials","norms_people_present_indoors","aff_attitude_comfortable","aff_attitude_calm","aff_attitude_safe","aff_attitude_responsible","aff_attitude_difficult_breathing","effective_means_handwashing","effective_means_masks","effective_means_distance","effective_means_ventilation","risk_likely_contagion","risk_contagion_absent_protection","risk_severity","risk_fear_spread","risk_fear_contagion_self","risk_fear_contagion_others","risk_fear_restrictions"
"1",0.220480412942905,0.0795594801878768,-0.117967593296146,-0.422012277176989,0.0513526653063046,-0.0741683564113895,-0.118513534524563,-0.26322013869215,0.139559480986078,0.0451963664594052,0.264329780847861,-0.0902231827418384,0.148755689256247,0.04844903389879,0.00562963398821558,-0.0986485955661987,0.0883345916732931,0.332385854877706,0.0676306704609828,0.0661625933333419,0.0723594116928482,0.089567426963211,-0.52006746423919,-0.0806454038913139,-0.0557435152199471,0.108895520288812,0.157047560559767
"2",-0.0307639650229254,-0.00164528457992244,-0.0776518692667838,0.049817912205789,-0.050521470181116,-0.129673038824364,0.0871202741739976,-0.153744001004515,0.00629241657753602,0.00295948958661996,-0.0457704532011228,-0.0259316091952638,-0.0620051388250314,-0.138578239624723,0.0790003492967849,0.105940795292065,0.0240929480485933,0.217926012010376,0.00406159475470347,0.0491645590126749,0.00940900729633634,-0.183890631226689,-0.131272237148241,-0.107744088646832,-0.142365393242818,-0.0987219056695467,0.0699176716723872
"3",0.298867042685049,0.000319033810460636,0.0515585449016688,0.0446562047450859,0.00330131181697845,0.083499337010603,0.0552249003194735,0.0375471205384488,-0.11906988623835,0.266515500322777,0.22803322552763,0.0395036281611896,0.118216210924431,0.0555542807817847,-0.0525163196134667,-0.0452193272598804,-0.0440774484505632,0.0923009081010818,0.0714124121847627,0.0193173623911486,0.0352577581162364,0.0514299138317491,-0.0258555062190102,-0.042738459615565,-0.0490379802265876,-0.0451348108097684,0.0341656505254052
"4",0.151694775963927,-0.0191899466748358,-0.102857300624194,-0.0237125987184786,-0.128934874773597,0.160730249210713,0.19249454256519,-0.197034407016293,0.176967594802158,0.00211519084024355,-0.256001395394487,0.0976926963984895,-0.00189376228034102,0.0284630759454097,0.0125393005645687,-0.0691096096672185,-0.254700852928267,0.205726751562924,0.0180847812586702,0.0191882930724763,0.0985167786019204,-0.0167449584783819,-0.0875882537872519,-0.237731997869286,-0.114341338263156,-0.118867031076913,-0.238731775866411
"5",0.195180387511613,0.02208100150209,0.00455501217850579,0.0641113084222574,0.0352976543205738,-0.107367413138197,-0.036822903472199,0.0140890847523116,-0.0243974322377942,-0.0141522073456402,0.223938826967668,-0.111454299366524,0.0359296129193074,-0.100738343718886,0.039804755486518,0.0664994054835116,-0.0445685270618799,0.141466194515669,0.0101774672582099,-0.0886167274094541,0.0678046196729774,0.0895005342990721,0.147068876802632,0.00877140222235076,0.116492583332569,-0.0223488738743452,-0.0667270123374824
"6",0.207841593714052,0.0292054766217852,-0.0991468995949351,0.0763903270944289,0.0150099968336208,0.201326615490854,0.146949537312638,0.0284287638043746,-0.0822805369178996,0.00717591736479219,0.205790344024352,0.0128245943688515,0.0746483932814007,0.129680800852001,0.0536566892856418,0.0713778242072963,0.123762752853281,0.215359157479364,-0.0196490145717273,0.0408438128764317,0.0250160401770994,-0.065114846504506,-0.0612941884788947,0.0159673317847025,0.115241174822171,-0.000279623924388986,0.091322296892914
"7",0.435284089044027,0.0525892823444924,-0.126282234795385,-0.658921746422551,-0.15332806325509,0.0211746290019159,-0.195186910379964,-0.426708121895158,-0.189999861514252,-0.0760429208967452,0.107551010710878,-0.0738675688325053,0.118923036107676,-0.0410058041766399,-0.00729136325966587,-0.181743203173711,0.0869583542818083,0.0994127627520992,0.0831532817902807,-0.262286716626779,0.0375634339594042,0.146063303287744,-0.739109635300003,0.0285048518683711,0.271847555343526,-0.338536556480305,-0.0772394245114492
"8",0.196271394386185,-0.0243025151712019,-0.0103734221439493,0.0504228283395227,-0.0932321859803314,0.201364928019192,0.302239578811442,0.00450005040820954,0.0145227980034774,-0.00391671097733785,-0.359569199941599,0.130559268180905,0.0750378088743026,0.0271509562852049,-0.0506406898294531,-0.0781473321966787,-0.0472585443768429,0.107678238828245,-0.0142227022688253,0.00138366385370852,-0.183427252383373,-0.0332221014878283,0.255144583778724,-0.0738180018954638,0.0148730010378577,-0.186005886647564,-0.0215984980646741
"9",-0.0141942942581116,-0.0137687689017587,0.0337132463634867,0.0519308908834088,0.134297561904487,0.147628593619396,0.261921379940199,0.0444288581929799,-0.0608086018515002,-0.0564828030922669,0.19075499743105,0.0811252906685171,-0.0859340554908776,0.0447442667113786,0.0124517177404819,0.128224677359876,0.118385987460531,0.154146802973597,0.0698361799281071,0.0701580196618518,-0.105905552969553,-0.186889038494202,0.205694067877223,-0.0119917101311765,-0.0526740358915702,-0.00465858158668964,0.0641096676992399
"10",-0.068591894568177,-0.0649710273317615,0.0040800209619598,0.0403883373001393,-0.0544969149494343,0.275639724490066,-0.131010235345015,-0.174348366244156,0.0813076835362977,-0.010490528708845,-0.366565189818912,-0.051872396080798,0.0431516451989268,-0.0893058837151013,0.0201780870129,0.192059753354141,0.316325267469026,0.0263111439407171,-0.234108462406928,0.00728110541702641,0.0703650800711575,-0.139207980663427,-0.140881248195597,0.08382055059742,-0.167369847484694,0.139852781907318,-0.0709434454790518
"11",0.047921653200214,-0.0416143345796391,-0.0648292870277722,-0.172298931137888,-0.117068004317372,-0.0463675361781081,-0.157788779271341,-0.128316009762345,0.135711720915736,-0.0818521717654876,-0.090012242310317,-0.0485585184827388,-0.039699457767759,-0.0349382519909235,-0.0155556635024381,0.00546515807259241,-0.150006107831178,0.0416413258982571,-0.0299996557140434,-0.060813556375934,-0.00628108119587837,-0.0470992811255706,0.022137333972952,-0.163346787342975,-0.29064594504532,-0.0614641276953073,-0.0433101150948372
"12",-0.17393314318685,-0.0268872580383049,0.00362941135023885,0.00450076232206818,-0.0823770159700648,0.103802156260907,-0.0238322830184839,-0.0196242919081202,0.00838941644427914,-0.0222815775242172,-0.0470271093313132,0.125939799740985,-0.0861323563241518,-0.0261004595759996,0.0811456538751337,-0.0942799076593948,0.00620118467985185,0.0813083343330223,-0.0138185714649729,0.0726214942178657,-0.116603548211534,-0.0942813764443172,0.284588928711026,0.130026086290487,-0.00311063766121986,0.0482713656759986,-0.00668259880903304
"13",0.336301174486317,-0.0243976439451965,-0.0214212363146848,-0.0522228979380185,-0.0204032221729287,0.183038009933968,0.0863856684063269,0.0633926741875531,-0.090295086934299,0.116469516795475,-0.264720582503183,-0.0592715739867744,0.0467284342780483,-0.0659207263441928,0.108664401844896,-0.15910465630484,0.144853117634707,0.199506261413504,-0.0817059857878197,-0.165526789051553,0.0325218419422002,-0.0274622879792507,-0.5798919556855,0.0466142824229849,-0.0190670770612439,0.0154973456742904,0.0581557830477222
"14",0.164004926583535,0.0263839072313194,-0.345074961563994,-0.042298963166925,0.00634830245223473,0.151699605569283,0.070871908212765,-0.00859551742764021,-0.169971489220562,0.111372555565055,-0.400600657407464,0.0608633728652851,-0.0169435969463969,0.023435500914863,0.024005829644747,0.119983623841682,0.0541908838416772,0.0884996489865724,0.0280103707944947,0.237982806094378,-0.0687030712911455,-0.00563194782266509,-0.109552391122763,0.0196429643715793,-0.147868275262116,0.00677220450606498,0.111301737148963
"15",-0.0581229720165979,-0.0117377955795432,-0.00204825435678418,-0.0312312630473571,-0.0288778994880908,-0.0235558286714325,-0.1007208694074,-0.00905096860207594,-0.0555589382229347,0.0448923955821655,-0.030713863426527,0.0141477052497643,-0.0779849757246513,-0.169983004130305,0.0266784649914972,-0.00885024067982649,-0.0916381895411295,0.0481166178801543,-0.0180587297677235,-0.01466043821399,-0.0120201892206526,0.0129196810169861,0.157394335792903,-0.025457955640162,-0.0840787448681669,-0.0766770556258404,-0.0490551250200236
"16",0.125115576121005,-0.0629258498831761,0.0428857167493111,0.0289007192027513,0.0200416514303475,0.221932125950519,0.0150572507955343,0.0543366861018875,-0.0636114343632333,-0.00341955649131505,-0.0343509374203694,0.0434125482387428,0.0433257464905965,-0.0307633808480384,0.0749950946842111,-0.0204919770606462,-0.0254672153247461,0.106491371840425,0.0381569819920735,-0.0821384975907296,-0.0155952587665944,-0.0970100376168331,0.287694352205289,0.0284264921461755,-0.132195869906772,0.0152066333316688,-0.254688658770199
"17",0.0682642679048205,-0.993843636461666,0.0749953866307579,-0.0165747906923956,0.0804867836735814,-0.0387196521319591,-0.0798479213422848,0.0684048432147935,-0.0666348710179457,-0.0371109760486809,0.0323046240065018,-0.131442180577695,0.00664202185119451,-0.250324595013239,0.0361068364792891,0.0398239872415736,-0.193525626749321,0.0167480976923103,-0.0667655923880919,-0.021993028622261,-0.0037068959817815,0.0505364971836641,-0.0896576887587792,-0.128214483341828,-0.148839308960837,-0.198418405705734,-0.108382546767652
"18",0.159795474723094,0.0642657963220913,-0.041443759739667,0.0597783742032012,-0.0344107625718645,0.0193746817788461,0.144765137318229,0.0631671183415045,-0.00798103035008302,-0.0306344634533843,0.258277131751956,0.183494473958676,0.0631237132028975,-0.0554158541231353,-0.0337319205721682,-0.104071484028519,0.0654624774587016,0.168708106173886,-0.0255617045169604,0.186678533122555,-0.0161580907171611,0.0277936586153169,0.221887574155024,0.00784131072398858,0.0910563018020975,0.062296618631655,-0.0249940699615071
"19",-0.0609865178924792,0.0316343875029294,0.216441348740997,0.0976332768442435,0.0387857587099229,0.111958860709531,-0.0166938927396092,0.10204944026608,-0.0250170362889968,-0.0645559833676519,-0.16431337483375,0.00860633204769388,-0.00328950001985713,-0.102175939589127,0.117885098044685,-0.218518090731399,-0.00959440886637923,0.104007374209742,0.00686140122494617,0.00154206026826171,-0.0204217017189262,0.085694131879274,-0.0420273739939887,-0.0911200562951821,0.178087155394125,0.0518742261406167,-0.130470654817456
"20",0.152136277108247,-0.187043867060564,0.0892703019141955,-0.198056729668359,-0.000713727402227598,-0.0053764506603837,0.143628967385222,-0.070592574461804,-0.035337364973981,0.0945740780070964,-0.0893260020775795,0.0733211739304052,-0.0151074856122094,0.0197114292637713,0.118131780387372,-0.0921247577472227,0.0120841003849321,0.19127302018914,0.0239463500615183,-0.00790449577866599,-0.0817437830310469,0.0173140013878364,-0.544015154561976,0.027804617851994,-0.0511394641653776,-0.077658095328952,0.0608209288969487
"21",0.0354886601642771,-0.429579971109172,0.0694609895738708,0.0164749189705388,0.143197118481824,0.221352513347863,-0.041438201353346,0.0203949305179425,0.0670530097628888,0.0901005952424253,-0.2591859306496,-0.134312061520021,-0.0265376672361299,-0.17986846529304,0.0535506335037294,-0.118725808564213,0.225019752595864,-0.0755053819855044,0.0422246185245795,-0.221309029116977,0.0317064129228825,-0.188378172544075,0.174714529333911,-0.00580180344147842,-0.0484130041274449,-0.0741423948441266,-0.0255208767490622
"22",-0.0758616032306359,-0.162199805217251,-0.211735845505993,0.0955649775232667,-0.0337894288608453,-0.0501064076067289,-0.0118765068837725,0.0113321102169113,-0.00544157528441089,-0.0984698659780248,-0.0728125389106088,-0.0917574002073168,0.0466831868427702,0.0167860506607925,-0.0521168239768316,-0.207727056789088,-0.030337167443808,0.124650237744046,0.0716093860194949,0.0199363415439173,-0.15364370895361,0.156621720779325,0.224288817382,-0.0672474417242317,-0.0351136770776875,0.0723874152333249,-0.138630969902741
"23",0.105497557156335,0.0642366906597031,-0.0329199273661361,-0.0418614704770022,0.0479483064655764,0.00554316216113175,-0.00984555795263833,0.0586522221841164,-0.000388990529933054,0.11625978484727,0.00906330559064163,0.02845170645017,0.0378956736051165,0.182888074770313,-0.0237903361134338,-0.121127451743436,0.00498343388529367,0.386661343585947,-0.0337914499887549,-0.113129048964165,0.000870909634914419,-0.0599953381325599,-0.339485455664038,-0.0585476076041315,-0.145162322375056,-0.116129777983985,-0.00835286121764147
"24",0.00652806183276981,0.0967103192940035,-0.00456988955067969,0.0623348346441752,0.35096827045337,-0.0913966466666726,0.0719168149796438,0.0697270810013438,-0.131149489431523,-0.0478920762431642,0.145353089872081,0.10991806085229,-0.0658089460141687,0.0495080135546928,0.115269404249731,-0.00904927563959256,0.0512964211170558,0.143932336911032,0.0598397655334986,-0.0216955935319625,0.0377551760396727,0.0635268215414735,-0.142744708936981,0.00675662197385461,0.127169422785716,-0.0815630768080766,0.05382138045787
"25",0.121769738989682,0.00467886930379831,-0.256007149192937,-0.00940111748258489,-0.367287762770049,-0.24330517124222,-0.249674044703473,0.0790493111526594,0.115169061117118,-0.0789267556200811,-1.02931985416625,-0.097284085294158,-0.093309179746088,0.122867219243425,-0.146489503128728,0.143281931815261,-0.138609588908936,-0.167467964880491,-0.367590034374242,0.0723711038837038,-0.00596583912554398,-0.0650947915543542,-0.0534398109971556,-0.1788331884433,-0.0923979383101218,0.225382445755891,0.119368321287817
"26",0.227480700166782,0.00572228018074641,-0.0189730632873411,0.114018352619355,-0.00374035681166594,0.100657010960082,0.00556038373958906,0.0220626360488323,-0.0647701151580732,-0.0181861352218071,0.187140599825747,0.186704959974116,-0.00522530761624601,0.064645559213818,0.0237399449930253,0.0524805189434246,0.171666735225103,0.145993872548604,0.0662273193988853,0.144740287535038,0.00344700898240914,0.151425955044382,0.187145893415143,-0.0165785336628137,-0.0114119587962224,-0.0204689480456639,0.0982924218894932
"27",0.111737179869379,0.0536253523578695,-0.0707471227759843,-0.00476715406837599,-0.0361568918208903,0.037971259000589,0.0500555258952016,0.048659816454871,-0.0528322467809739,-0.0693019607722035,0.185759998935892,0.0327605531146295,0.015183305703529,0.0863396914287882,0.013006927865223,0.00676160594827245,-0.00441564824207012,-0.0061484775539762,0.00209142040465859,-0.0199406954190444,-0.0340146104197973,-0.0103538149869197,-0.274797943353754,-0.0707249779436591,-0.191169293996044,-0.0315386570130889,0.17030941471194
"28",0.218464064655485,-0.0309973932953696,-0.0819407252459749,0.0913603746859347,-0.0340335545002788,-0.122691393660826,0.0164101543908296,-0.248647079820455,-0.0493495075894896,-0.0226918218727649,0.301187390967317,-0.0502172457079501,0.000793021462890978,0.013856790100272,-0.100713075239809,0.00183262704806392,0.00310157731751919,0.0543866326891454,0.166694429315797,0.0207453606986785,-0.00118105718236083,0.0122424639363016,-0.134333176349891,-0.0132532679792316,0.0483346046918658,0.0463606988307801,0.0300252721982165
"29",0.108704961833372,-0.00875531576922043,0.0610804052623785,0.00430439447463503,0.0180199885526909,-0.298395012107365,0.05705273554483,0.0123748764123176,-0.0536015064277168,-0.171959782650538,0.167944909496056,0.018974218213062,-0.0796013511898484,0.101915966746898,0.119658326362924,0.150544505546356,-0.105447066923742,-0.4023598969868,-0.278312287534438,0.048117127071287,0.0926970816743911,0.127008907988699,0.010738688235168,-0.00827419938172918,0.263396074839539,-0.333767332247486,0.167189019883598
"30",0.102320379901125,-0.0586841579542984,0.0337661178197745,0.0898349572654522,-0.0720474410114322,-0.00285627923119144,-0.19179785649337,0.0072587224986469,0.0314811253821294,-0.132170972269197,0.17826797974716,-0.0828245664520595,-0.00389771836739277,-0.0723173347263906,-0.00471765079854613,-0.0137359620779362,0.0665656984646488,0.0895606735257308,0.0378168678563993,-0.230631736512863,-0.197248749140428,0.120883949426495,0.136316389836279,0.0387821528924169,-0.00740327987346075,-0.0456620950443244,-0.0564744022333085
"31",0.204825170035288,0.0249359051792162,0.0125581519852583,0.0516811211764072,-0.0695481216730157,-0.0349757282060941,-0.159218550138311,0.031033505494856,-0.0644634952910587,-0.0262034121287177,0.246992252968823,0.0539279543557342,0.0232885039452422,0.0831270632052949,-0.00778833691684334,0.134959286929664,-0.00090633040403026,0.167809214049253,0.0238380366031335,0.136356418947138,0.0150963949177804,0.0398272903080343,0.247719162741521,-0.0195307053857943,0.0132240189676089,-0.156021604366836,0.00824807520395268
"32",-0.139899687483088,-0.00792119406048086,0.0264952725523978,0.0589715367815293,-0.117204459851424,0.0476225294526226,-0.270778296537445,-0.140352544096907,0.0391419457578183,-0.0270532557866547,-0.228939136092883,0.123117944457214,0.123761635992079,-0.0489769975518401,-0.0873294225372336,0.0212786012592824,0.069078416588176,-0.00101312841226747,0.0390783925966187,0.0580156782395828,-0.00478215921698823,0.0323074990061189,0.027045805225476,-0.14882695306048,0.0483925556707643,-0.187668203106453,-0.104052568233741
"33",-0.0850303512430615,-0.176415783927537,-0.141971332229009,-0.0272819861893192,0.0917929901922157,0.0159740813464752,-0.243889836246337,-0.0205951982464366,-0.016685324036318,-0.0750187927724982,0.160725281691706,-0.184329381240645,-0.0148745300667991,-0.105015410752259,0.0416982225010162,-0.189012475041272,-0.0602703639148486,0.0504980038245214,-0.338866612976629,-0.0255690202842724,-0.0646917328569431,-0.271514935435134,0.175141523276903,0.0120846719033821,0.0411291897716174,-0.0233356240450732,-0.0919474701268442
"34",0.191116046645529,-0.0380504303415476,0.0116205554771604,-0.0833391304895287,0.0356890966130822,0.106660913748296,0.0249996857943923,0.0540824915501351,-0.0478354943432475,-0.047985910990058,0.31209250450674,-0.0797421859905756,0.00551168421633565,-0.0163247331299733,0.14458181586604,0.0162995806492059,-0.0074013105034827,0.0452377166611574,-0.00204750082935236,0.00117840288704593,-0.0885341485143167,-0.175348535256844,0.121902892286654,-0.0552194906427323,0.031723040642192,-0.148219147042449,0.15289318514424
"35",0.11246613313711,0.0227415998688642,0.0890453750717638,0.0620398053423503,-0.0794244073094622,0.130160930922444,0.249880095331749,-0.0657136722880212,-0.0171109298553194,0.0229623224871125,-0.365027128977747,0.0318867700389191,0.133173436697055,0.12819012124942,-0.117314537851073,0.0228187260849709,-0.064785790493287,0.050577416726112,0.0924617361262829,0.221428880828991,-0.0241843569109139,0.0517445273580636,0.297214271402726,-0.0837465391415246,-0.0560905722019854,-0.0940373183300268,0.190455695464333
"36",-0.0633175496408851,0.0246478875657011,-0.0444818454137974,0.0358244434898838,-0.0938678195009384,-0.0696958224339967,0.0781990550310155,0.0636271315467059,-0.0402512284499109,-0.0534668791674257,0.287567118120146,0.0703206641651717,-0.00515873951565569,-0.0283091170807033,-0.0172829994549029,0.0289706743540443,-0.0254816317561049,0.232502724076753,0.0749856061965744,-0.0930679278773585,-0.00997491408112135,0.0579355366015803,0.00221280133508799,-0.0275459897335671,0.0967648968180581,-0.063835689299865,0.115751562116339
"37",-0.188310576484097,0.0214236867642345,-0.0256834939431228,0.0538450317467961,-0.120884696774631,0.0935482001123221,0.117501386787087,0.101269421122385,-0.0820666748709067,-0.0279759329746077,0.156480419842849,-0.0161770687026374,0.152485511255894,0.0275494643032269,-0.0471686548498162,-0.0522254131179114,-0.0839246328656044,0.215907673577714,0.136425635804746,0.00511120329482054,-0.0502447272245352,0.041347826590519,0.346591689056546,0.0404893696215555,-0.0474230190101944,0.0587816659518847,0.00817223125787069
"38",-0.093907910836637,-0.00282903946089838,0.0297336962015886,-0.0296718766020703,-0.137692369484786,0.110948388250396,0.109501449029552,0.0714873592562921,-0.0436435529734891,0.0680144269217127,0.0187041333199994,0.0112603296554573,-0.0681797944051348,-0.0582664858782059,0.155590447745112,-0.148166101295784,0.019969218199348,0.0113009661015285,0.0638430692005078,-0.0635168347692626,-0.0481208467010495,0.109173046538905,0.399030627942795,0.124521104272059,-0.0353672076646159,0.224410558082715,-0.00166033289920599
