,variable,actual_value,shap_value
0,automaticity_carry_mask,5,0.2204804129429052
1,automaticity_carry_mask,6,-0.03076396502292536
2,automaticity_carry_mask,7,0.29886704268504904
3,automaticity_carry_mask,5,0.15169477596392705
4,automaticity_carry_mask,7,0.19518038751161268
5,automaticity_carry_mask,7,0.20784159371405198
6,automaticity_carry_mask,7,0.43528408904402655
7,automaticity_carry_mask,7,0.19627139438618532
8,automaticity_carry_mask,6,-0.014194294258111624
9,automaticity_carry_mask,4,-0.06859189456817705
10,automaticity_carry_mask,7,0.04792165320021397
11,automaticity_carry_mask,6,-0.17393314318685
12,automaticity_carry_mask,5,0.3363011744863169
13,automaticity_carry_mask,7,0.16400492658353508
14,automaticity_carry_mask,6,-0.05812297201659787
15,automaticity_carry_mask,7,0.1251155761210047
16,automaticity_carry_mask,5,0.06826426790482054
17,automaticity_carry_mask,7,0.15979547472309436
18,automaticity_carry_mask,6,-0.06098651789247923
19,automaticity_carry_mask,7,0.15213627710824743
20,automaticity_carry_mask,2,0.035488660164277146
21,automaticity_carry_mask,3,-0.07586160323063591
22,automaticity_carry_mask,6,0.10549755715633484
23,automaticity_carry_mask,6,0.006528061832769808
24,automaticity_carry_mask,6,0.12176973898968214
25,automaticity_carry_mask,7,0.22748070016678187
26,automaticity_carry_mask,7,0.11173717986937948
27,automaticity_carry_mask,7,0.21846406465548504
28,automaticity_carry_mask,6,0.10870496183337153
29,automaticity_carry_mask,7,0.10232037990112493
30,automaticity_carry_mask,7,0.20482517003528827
31,automaticity_carry_mask,6,-0.13989968748308793
32,automaticity_carry_mask,4,-0.08503035124306152
33,automaticity_carry_mask,7,0.1911160466455289
34,automaticity_carry_mask,7,0.11246613313711007
35,automaticity_carry_mask,6,-0.06331754964088508
36,automaticity_carry_mask,6,-0.18831057648409666
37,automaticity_carry_mask,6,-0.09390791083663699
38,automaticity_carry_mask,5,0.16972014874224445
39,automaticity_carry_mask,5,-0.014059208346034194
40,automaticity_carry_mask,6,0.14282052171552442
41,automaticity_carry_mask,7,0.1606069651257324
42,automaticity_carry_mask,1,-0.32961997258859793
43,automaticity_carry_mask,6,0.05221493538139064
44,automaticity_carry_mask,7,0.1765164845413271
45,automaticity_carry_mask,1,-0.5856178611442985
46,automaticity_carry_mask,7,0.16616962983723788
47,automaticity_carry_mask,6,0.01474382503416444
48,automaticity_carry_mask,7,0.459333990458002
49,automaticity_carry_mask,7,0.11610013447793048
50,automaticity_carry_mask,7,0.16568307978044944
51,automaticity_carry_mask,7,0.053063414144743935
52,automaticity_carry_mask,6,-0.108023232431369
53,automaticity_carry_mask,6,0.031542216255748115
54,automaticity_carry_mask,7,0.12537153252295893
55,automaticity_carry_mask,7,0.20328641446282225
56,automaticity_carry_mask,6,-0.17899708262979377
57,automaticity_carry_mask,6,-0.019756750271036384
58,automaticity_carry_mask,7,0.2885330930885212
59,automaticity_carry_mask,5,-0.0867854333984202
